<<<<<<< HEAD
Orig_COL	Previous_Name			IsMeanVar	IsStdevVar	ShorterVariableName		Units
167 	tBodyGyroJerk-mad()-X 	 	    FALSE 		FALSE 		tBodGyroJrk_mad_X		    rad/sec
168 	tBodyGyroJerk-mad()-Y 	 	    FALSE 		FALSE 		tBodGyroJrk_mad_Y	    	rad/sec
169 	tBodyGyroJerk-mad()-Z 	 	    FALSE 		FALSE 		tBodGyroJrk_mad_Z	    	rad/sec
170 	tBodyGyroJerk-max()-X 	 	    FALSE 		FALSE 		tBodGyroJrk_max_X	    	rad/sec
171 	tBodyGyroJerk-max()-Y 	    	FALSE 		FALSE 		tBodGyroJrk_max_Y		    rad/sec
172 	tBodyGyroJerk-max()-Z 	    	FALSE 		FALSE 		tBodGyroJrk_max_Z	    	rad/sec
173 	tBodyGyroJerk-min()-X 	    	FALSE 		FALSE 		tBodGyroJrk_min_X	    	rad/sec
174 	tBodyGyroJerk-min()-Y 	    	FALSE 		FALSE 		tBodGyroJrk_min_Y		    rad/sec
175 	tBodyGyroJerk-min()-Z 	 	    FALSE 		FALSE 		tBodGyroJrk_min_Z		    rad/sec
176 	tBodyGyroJerk-sma() 	      	FALSE 		FALSE 		tBodGyroJrk_sma			    rad/sec
177 	tBodyGyroJerk-energy()-X 	    FALSE 		FALSE 		tBodGyroJrk_ergy_X	  	rad/sec
178 	tBodyGyroJerk-energy()-Y 	    FALSE 		FALSE 		tBodGyroJrk_ergy_Y		  rad/sec
179 	tBodyGyroJerk-energy()-Z 	    FALSE 		FALSE 		tBodGyroJrk_ergy_Z	  	rad/sec
180 	tBodyGyroJerk-iqr()-X 	 	    FALSE 		FALSE 		tBodGyroJrk_iqr_X		    rad/sec
181 	tBodyGyroJerk-iqr()-Y 	 	    FALSE 		FALSE 		tBodGyroJrk_iqr_Y		    rad/sec
182 	tBodyGyroJerk-iqr()-Z 	    	FALSE 		FALSE 		tBodGyroJrk_iqr_Z		    rad/sec
183 	tBodyGyroJerk-entropy()-X   	FALSE 		FALSE 		tBodGyroJrk_entrpy_X		rad/sec
184 	tBodyGyroJerk-entropy()-Y   	FALSE 		FALSE 		tBodGyroJrk_entrpy_Y		rad/sec
185 	tBodyGyroJerk-entropy()-Z 	  FALSE 		FALSE 		tBodGyroJrk_entrpy_Z		rad/sec
186 	tBodyGyroJerk-arCoeff()-X,1 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_X.1		rad/sec
187 	tBodyGyroJerk-arCoeff()-X,2 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_X.2		rad/sec
188 	tBodyGyroJerk-arCoeff()-X,3 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_X.3		rad/sec
189 	tBodyGyroJerk-arCoeff()-X,4 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_X.4		rad/sec
190 	tBodyGyroJerk-arCoeff()-Y,1 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Y.1		rad/sec
191 	tBodyGyroJerk-arCoeff()-Y,2 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Y.2		rad/sec
192 	tBodyGyroJerk-arCoeff()-Y,3 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Y.3		rad/sec
193 	tBodyGyroJerk-arCoeff()-Y,4 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Y.4		rad/sec
194 	tBodyGyroJerk-arCoeff()-Z,1 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Z.1		rad/sec
195 	tBodyGyroJerk-arCoeff()-Z,2 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Z.2		rad/sec
196 	tBodyGyroJerk-arCoeff()-Z,3 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Z.3		rad/sec
197 	tBodyGyroJerk-arCoeff()-Z,4 	FALSE 		FALSE 		tBodGyroJrk_arCoeff_Z.4		rad/sec
198 	tBodyGyroJerk-correlation()-X,Y FALSE 	FALSE 		tBodGyroJrk_corr_X.Y		rad/sec
199 	tBodyGyroJerk-correlation()-X,Z FALSE 	FALSE 		tBodGyroJrk_corr_X.Z		rad/sec
200 	tBodyGyroJerk-correlation()-Y,Z FALSE 	FALSE 		tBodGyroJrk_corr_Y.Z		rad/sec

Orig_COL	Previous_Name			      IsMeanVar	IsStdevVar	ShorterVariableName	    	Units
--------	-------------------	    ---------	----------	----------------------		-------
201 	tBodyAccMag-mean() 		        TRUE 		  FALSE 		tBodAcMag_mean			      grvity (g)
202 	tBodyAccMag-std() 	 	        FALSE 		TRUE 		  tBodAcMag_std			        grvity (g)
203 	tBodyAccMag-mad() 	 	        FALSE	  	FALSE 		tBodAcMag_mad		        	grvity (g)
204 	tBodyAccMag-max() 	 	        FALSE		  FALSE 		tBodAcMag_max			        grvity (g)
205 	tBodyAccMag-min() 	 	        FALSE	  	FALSE 		tBodAcMag_min		        	grvity (g)
206 	tBodyAccMag-sma() 	        	FALSE	  	FALSE 		tBodAcMag_sma		        	grvity (g)
207 	tBodyAccMag-energy() 	      	FALSE		  FALSE 		tBodAcMag_ergy	      		grvity (g)
208 	tBodyAccMag-iqr() 	 	        FALSE	  	FALSE 		tBodAcMag_iqr		        	grvity (g)
209 	tBodyAccMag-entropy() 	 	    FALSE	  	FALSE 		tBodAcMag_entrpy	      	grvity (g)
210 	tBodyAccMag-arCoeff()1 	    	FALSE	  	FALSE 		tBodAcMag_arCoeff1	    	grvity (g)
211 	tBodyAccMag-arCoeff()2 	    	FALSE	  	FALSE 		tBodAcMag_arCoeff2		    grvity (g)
212 	tBodyAccMag-arCoeff()3 	 	    FALSE	  	FALSE 		tBodAcMag_arCoeff3		    grvity (g)
213 	tBodyAccMag-arCoeff()4 	    	FALSE		  FALSE 		tBodAcMag_arCoeff4		    grvity (g)
214 	tGravityAccMag-mean()		      TRUE		  FALSE 		tGrvAcMag_mean			      grvity (g)
215 	tGravityAccMag-std() 	      	FALSE 		TRUE 	  	tGrvAcMag_std			        grvity (g)
216 	tGravityAccMag-mad() 	 	      FALSE		  FALSE 		tGrvAcMag_mad			        grvity (g)
217 	tGravityAccMag-max() 	 	      FALSE		  FALSE 		tGrvAcMag_max		        	grvity (g)
218 	tGravityAccMag-min() 	 	      FALSE	  	FALSE 		tGrvAcMag_min			        grvity (g)
219 	tGravityAccMag-sma() 	 	      FALSE	  	FALSE 		tGrvAcMag_sma		        	grvity (g)
220 	tGravityAccMag-energy() 	    FALSE	  	FALSE 		tGrvAcMag_ergy		       	grvity (g)
221 	tGravityAccMag-iqr() 	 	      FALSE		  FALSE 		tGrvAcMag_iqr		        	grvity (g)
222 	tGravityAccMag-entropy() 	    FALSE	  	FALSE 		tGrvAcMag_entrpy	      	grvity (g)
223 	tGravityAccMag-arCoeff()1   	FALSE	  	FALSE 		tGrvAcMag_arCoeff1	    	grvity (g)
224 	tGravityAccMag-arCoeff()2 	  FALSE	  	FALSE 		tGrvAcMag_arCoeff2	    	grvity (g)
225 	tGravityAccMag-arCoeff()3   	FALSE	  	FALSE 		tGrvAcMag_arCoeff3	    	grvity (g)
226 	tGravityAccMag-arCoeff()4   	FALSE	  	FALSE 		tGrvAcMag_arCoeff4	    	grvity (g)
227 	tBodyAccJerkMag-mean()		    TRUE	  	FALSE 		tBodAcJrkMag_mean	      	grvity (g)
228 	tBodyAccJerkMag-std() 	    	FALSE 		TRUE 	  	tBodAcJrkMag_std	      	grvity (g)
229 	tBodyAccJerkMag-mad() 	 	    FALSE	  	FALSE 		tBodAcJrkMag_mad	      	grvity (g)
230 	tBodyAccJerkMag-max() 	 	    FALSE	  	FALSE 		tBodAcJrkMag_max	      	grvity (g)
231 	tBodyAccJerkMag-min() 	    	FALSE	  	FALSE 		tBodAcJrkMag_min	       	grvity (g)
232 	tBodyAccJerkMag-sma() 	 	    FALSE	  	FALSE 		tBodAcJrkMag_sma	      	grvity (g)
233 	tBodyAccJerkMag-energy()    	FALSE	  	FALSE 		tBodAcJrkMag_ergy	      	grvity (g)
234 	tBodyAccJerkMag-iqr() 	 	    FALSE	  	FALSE 		tBodAcJrkMag_iqr	      	grvity (g)
235 	tBodyAccJerkMag-entropy() 	  FALSE	  	FALSE 		tBodAcJrkMag_entrpy	    	grvity (g)
236 	tBodyAccJerkMag-arCoeff()1  	FALSE	  	FALSE 		tBodAcJrkMag_arCoeff1	  	grvity (g)
237 	tBodyAccJerkMag-arCoeff()2 	  FALSE	  	FALSE 		tBodAcJrkMag_arCoeff2	  	grvity (g)
238 	tBodyAccJerkMag-arCoeff()3 	  FALSE	  	FALSE 		tBodAcJrkMag_arCoeff3	  	grvity (g)
239 	tBodyAccJerkMag-arCoeff()4 	  FALSE	  	FALSE 		tBodAcJrkMag_arCoeff4	  	grvity (g)
240 	tBodyGyroMag-mean()  	      	TRUE	  	FALSE 		tBodGyroMag_mean	      	rad/sec
241 	tBodyGyroMag-std() 	 	        FALSE 		TRUE 	  	tBodGyroMag_std		      	rad/sec
242 	tBodyGyroMag-mad() 	 	        FALSE		  FALSE 		tBodGyroMag_mad		      	rad/sec
243 	tBodyGyroMag-max() 	        	FALSE	  	FALSE 		tBodGyroMag_max		      	rad/sec
244 	tBodyGyroMag-min() 	 	        FALSE	  	FALSE 		tBodGyroMag_min		      	rad/sec
245 	tBodyGyroMag-sma() 	 	        FALSE	  	FALSE 		tBodGyroMag_sma		      	rad/sec
246 	tBodyGyroMag-energy() 	    	FALSE	  	FALSE 		tBodGyroMag_ergy	      	rad/sec
247 	tBodyGyroMag-iqr() 	 	        FALSE	  	FALSE 		tBodGyroMag_iqr		      	rad/sec
248 	tBodyGyroMag-entropy() 	    	FALSE	  	FALSE 		tBodGyroMag_entrpy	    	rad/sec
249 	tBodyGyroMag-arCoeff()1     	FALSE	  	FALSE 		tBodGyroMag_arCoeff1	  	rad/sec
250 	tBodyGyroMag-arCoeff()2     	FALSE	  	FALSE 		tBodGyroMag_arCoeff2	  	rad/sec

Orig_COL	Previous_Name			      IsMeanVar	IsStdevVar	ShorterVariableName		    Units
--------	--------------------	  ---------	----------	----------------------		-------
251 	tBodyGyroMag-arCoeff()3 	    FALSE		  FALSE 		tBodGyroMag_arCoeff3		  rad/sec
252 	tBodyGyroMag-arCoeff()4 	    FALSE		  FALSE 		tBodGyroMag_arCoeff4		  rad/sec
253 	tBodyGyroJerkMag-mean()  	    TRUE		  FALSE 		tBodGyroJrkMag_mean		    rad/sec
254 	tBodyGyroJerkMag-std() 	 	    FALSE 		TRUE 	  	tBodGyroJrkMag_std		    rad/sec
255 	tBodyGyroJerkMag-mad() 	 	    FALSE		  FALSE 		tBodGyroJrkMag_mad		    rad/sec
256 	tBodyGyroJerkMag-max() 	 	    FALSE		  FALSE 		tBodGyroJrkMag_max		    rad/sec
257 	tBodyGyroJerkMag-min() 	 	    FALSE		  FALSE 		tBodGyroJrkMag_min		    rad/sec
258 	tBodyGyroJerkMag-sma() 	 	    FALSE	  	FALSE 		tBodGyroJrkMag_sma		    rad/sec
259 	tBodyGyroJerkMag-energy() 	  FALSE	  	FALSE 		tBodGyroJrkMag_ergy		    rad/sec
260 	tBodyGyroJerkMag-iqr() 	 	    FALSE		  FALSE 		tBodGyroJrkMag_iqr		    rad/sec
261 	tBodyGyroJerkMag-entropy() 	  FALSE		  FALSE 		tBodGyroJrkMag_entrpy		  rad/sec
262 	tBodyGyroJerkMag-arCoeff()1 	FALSE		  FALSE 		tBodGyroJrkMag_arCoeff1		rad/sec
263 	tBodyGyroJerkMag-arCoeff()2 	FALSE		  FALSE 		tBodGyroJrkMag_arCoeff2		rad/sec
264 	tBodyGyroJerkMag-arCoeff()3 	FALSE		  FALSE 		tBodGyroJrkMag_arCoeff3		rad/sec
265 	tBodyGyroJerkMag-arCoeff()4 	FALSE		  FALSE 		tBodGyroJrkMag_arCoeff4		rad/sec
266 	fBodyAcc-mean()-X  		        TRUE		  FALSE 		fBodAc_mean_X		        	grvity (g)
267 	fBodyAcc-mean()-Y  		        TRUE		  FALSE 		fBodAc_mean_Y			        grvity (g)
268 	fBodyAcc-mean()-Z  		        TRUE		  FALSE 		fBodAc_mean_Z		          grvity (g)
269 	fBodyAcc-std()-X 	 	          FALSE 		TRUE 		  fBodAc_std_X			        grvity (g)
270 	fBodyAcc-std()-Y 	          	FALSE 		TRUE 		  fBodAc_std_Y			        grvity (g)
271 	fBodyAcc-std()-Z 	 	          FALSE 		TRUE 		  fBodAc_std_Z			        grvity (g)
272 	fBodyAcc-mad()-X 	          	FALSE		  FALSE 		fBodAc_mad_X			        grvity (g)
273 	fBodyAcc-mad()-Y 	 	          FALSE		  FALSE 		fBodAc_mad_Y			        grvity (g)
274 	fBodyAcc-mad()-Z 	 	          FALSE		  FALSE 		fBodAc_mad_Z		        	grvity (g)
275 	fBodyAcc-max()-X 	 	          FALSE		  FALSE 		fBodAc_max_X			        grvity (g)
276 	fBodyAcc-max()-Y 	 	          FALSE		  FALSE 		fBodAc_max_Y			        grvity (g)
277 	fBodyAcc-max()-Z 	 	          FALSE		  FALSE 		fBodAc_max_Z			        grvity (g)
278 	fBodyAcc-min()-X 	 	          FALSE	  	FALSE 		fBodAc_min_X		          grvity (g)
279 	fBodyAcc-min()-Y 	 	          FALSE		  FALSE 		fBodAc_min_Y		        	grvity (g)
280 	fBodyAcc-min()-Z 	 	          FALSE		  FALSE 		fBodAc_min_Z			        grvity (g)
281 	fBodyAcc-sma() 	 		          FALSE	  	FALSE 		fBodAc_sma		          	grvity (g)
282 	fBodyAcc-energy()-X 	 	      FALSE	  	FALSE 		fBodAc_ergy_X			        grvity (g)
283 	fBodyAcc-energy()-Y 	 	      FALSE	  	FALSE 		fBodAc_ergy_Y		        	grvity (g)
284 	fBodyAcc-energy()-Z 	 	      FALSE	  	FALSE 		fBodAc_ergy_Z		        	grvity (g)
285 	fBodyAcc-iqr()-X 	 	          FALSE	  	FALSE 		fBodAc_iqr_X			        grvity (g)
286 	fBodyAcc-iqr()-Y 	 	          FALSE		  FALSE 		fBodAc_iqr_Y		        	grvity (g)
287 	fBodyAcc-iqr()-Z 	 	          FALSE	  	FALSE 		fBodAc_iqr_Z			        grvity (g)
288 	fBodyAcc-entropy()-X 	 	      FALSE	  	FALSE 		fBodAc_entrpy_X			      grvity (g)
289 	fBodyAcc-entropy()-Y 	 	      FALSE	  	FALSE 		fBodAc_entrpy_Y		        grvity (g)
290 	fBodyAcc-entropy()-Z 	 	      FALSE	  	FALSE 		fBodAc_entrpy_Z			      grvity (g)
291 	fBodyAcc-maxInds-X 	 	        FALSE	  	FALSE 		fBodAc_maxInds_X		      grvity (g)
292 	fBodyAcc-maxInds-Y 	 	        FALSE	  	FALSE 		fBodAc_maxInds_Y		      grvity (g)
293 	fBodyAcc-maxInds-Z 	 	        FALSE	  	FALSE 		fBodAc_maxInds_Z		      grvity (g)
294 	fBodyAcc-meanFreq()-X  		    TRUE	  	FALSE 		fBodAc_meanFreq_X		      grvity (g)
295 	fBodyAcc-meanFreq()-Y  		    TRUE	  	FALSE 		fBodAc_meanFreq_Y		      grvity (g)
296 	fBodyAcc-meanFreq()-Z  		    TRUE	  	FALSE 		fBodAc_meanFreq_Z		      grvity (g)
297 	fBodyAcc-skewness()-X 	 	    FALSE	  	FALSE 		fBodAc_skew_X			        grvity (g)
298 	fBodyAcc-kurtosis()-X 	 	    FALSE		  FALSE 		fBodAc_kurt_X			        grvity (g)
299 	fBodyAcc-skewness()-Y 	 	    FALSE		  FALSE 		fBodAc_skew_Y			        grvity (g)
300 	fBodyAcc-kurtosis()-Y 	 	    FALSE		  FALSE 		fBodAc_kurt_Y			        grvity (g)

Orig_COL	Previous_Name			      IsMeanVar	IsStdevVar	ShorterVariableName		      Units
--------	-------------------	    ---------	----------	----------------------		-------
301 	fBodyAcc-skewness()-Z 	 	    FALSE		  FALSE 		fBodAc_skew_Z			        grvity (g)
302 	fBodyAcc-kurtosis()-Z 	 	    FALSE		  FALSE 		fBodAc_kurt_Z			        grvity (g)
303 	fBodyAcc-bandsEnergy()-1,8  	FALSE	  	FALSE 		fBodAc_bandsErgy_1.8		  grvity (g)
304 	fBodyAcc-bandsEnergy()-9,16 	FALSE		  FALSE 		fBodAc_bandsErgy_9.16		  grvity (g)
305 	fBodyAcc-bandsEnergy()-17,24 	FALSE	  	FALSE 		fBodAc_bandsErgy_17.24		grvity (g)
306 	fBodyAcc-bandsEnergy()-25,32 	FALSE	  	FALSE 		fBodAc_bandsErgy_25.32		grvity (g)
307 	fBodyAcc-bandsEnergy()-33,40 	FALSE	   	FALSE 		fBodAc_bandsErgy_33.40		grvity (g)
308 	fBodyAcc-bandsEnergy()-41,48 	FALSE	  	FALSE 		fBodAc_bandsErgy_41.48		grvity (g)
309 	fBodyAcc-bandsEnergy()-49,56 	FALSE	  	FALSE 		fBodAc_bandsErgy_49.56		grvity (g)
310 	fBodyAcc-bandsEnergy()-57,64 	FALSE		  FALSE 		fBodAc_bandsErgy_57.64		grvity (g)
311 	fBodyAcc-bandsEnergy()-1,16 	FALSE	  	FALSE 		fBodAc_bandsErgy_1.16		  grvity (g)
312 	fBodyAcc-bandsEnergy()-17,32 	FALSE	  	FALSE 		fBodAc_bandsErgy_17.32		grvity (g)
313 	fBodyAcc-bandsEnergy()-33,48 	FALSE		  FALSE 		fBodAc_bandsErgy_33.48		grvity (g)
314 	fBodyAcc-bandsEnergy()-49,64 	FALSE	  	FALSE 		fBodAc_bandsErgy_49.64		grvity (g)
315 	fBodyAcc-bandsEnergy()-1,24 	FALSE		  FALSE 		fBodAc_bandsErgy_1.24		  grvity (g)
316 	fBodyAcc-bandsEnergy()-25,48 	FALSE	  	FALSE 		fBodAc_bandsErgy_25.48		grvity (g)
317 	fBodyAcc-bandsEnergy()-1,8 	  FALSE		  FALSE 		fBodAc_bandsErgy_1.8	    grvity (g)
318 	fBodyAcc-bandsEnergy()-9,16 	FALSE		  FALSE 		fBodAc_bandsErgy_9.16		  grvity (g)
319 	fBodyAcc-bandsEnergy()-17,24 	FALSE	  	FALSE 		fBodAc_bandsErgy_17.24		grvity (g)
320 	fBodyAcc-bandsEnergy()-25,32 	FALSE	  	FALSE 		fBodAc_bandsErgy_25.32		grvity (g)
321 	fBodyAcc-bandsEnergy()-33,40 	FALSE	  	FALSE 		fBodAc_bandsErgy_33.40		grvity (g)
322 	fBodyAcc-bandsEnergy()-41,48 	FALSE	  	FALSE 		fBodAc_bandsErgy_41.48		grvity (g)
323 	fBodyAcc-bandsEnergy()-49,56 	FALSE		  FALSE 		fBodAc_bandsErgy_49.56		grvity (g)
324 	fBodyAcc-bandsEnergy()-57,64 	FALSE	  	FALSE 		fBodAc_bandsErgy_57.64		grvity (g)
325 	fBodyAcc-bandsEnergy()-1,16 	FALSE	  	FALSE 		fBodAc_bandsErgy_1.16		  grvity (g)
326 	fBodyAcc-bandsEnergy()-17,32 	FALSE	  	FALSE 		fBodAc_bandsErgy_17.32	 	grvity (g)
327 	fBodyAcc-bandsEnergy()-33,48 	FALSE	  	FALSE 		fBodAc_bandsErgy_33.48		grvity (g)
328 	fBodyAcc-bandsEnergy()-49,64 	FALSE		  FALSE 		fBodAc_bandsErgy_49.64		grvity (g)
329 	fBodyAcc-bandsEnergy()-1,24 	FALSE	  	FALSE 		fBodAc_bandsErgy_1.24		  grvity (g)
330 	fBodyAcc-bandsEnergy()-25,48 	FALSE		  FALSE 		fBodAc_bandsErgy_25.48		grvity (g)
331 	fBodyAcc-bandsEnergy()-1,8 	  FALSE	  	FALSE 		fBodAc_bandsErgy_1.8		  grvity (g)
332 	fBodyAcc-bandsEnergy()-9,16 	FALSE	  	FALSE 		fBodAc_bandsErgy_9.16		  grvity (g)
333 	fBodyAcc-bandsEnergy()-17,24 	FALSE	  	FALSE 		fBodAc_bandsErgy_17.24		grvity (g)
334 	fBodyAcc-bandsEnergy()-25,32 	FALSE		  FALSE 		fBodAc_bandsErgy_25.32		grvity (g)
335 	fBodyAcc-bandsEnergy()-33,40 	FALSE	  	FALSE 		fBodAc_bandsErgy_33.40		grvity (g)
336 	fBodyAcc-bandsEnergy()-41,48 	FALSE	  	FALSE 		fBodAc_bandsErgy_41.48		grvity (g)
337 	fBodyAcc-bandsEnergy()-49,56 	FALSE	  	FALSE 		fBodAc_bandsErgy_49.56		grvity (g)
338 	fBodyAcc-bandsEnergy()-57,64 	FALSE		  FALSE 		fBodAc_bandsErgy_57.64		grvity (g)
339 	fBodyAcc-bandsEnergy()-1,16 	FALSE	  	FALSE 		fBodAc_bandsErgy_1.16		  grvity (g)
340 	fBodyAcc-bandsEnergy()-17,32 	FALSE	  	FALSE 		fBodAc_bandsErgy_17.32		grvity (g)
341 	fBodyAcc-bandsEnergy()-33,48 	FALSE	  	FALSE 		fBodAc_bandsErgy_33.48		grvity (g)
342 	fBodyAcc-bandsEnergy()-49,64 	FALSE		  FALSE 		fBodAc_bandsErgy_49.64		grvity (g)
343 	fBodyAcc-bandsEnergy()-1,24 	FALSE		  FALSE 		fBodAc_bandsErgy_1.24		  grvity (g)
344 	fBodyAcc-bandsEnergy()-25,48 	FALSE		  FALSE 		fBodAc_bandsErgy_25.48		grvity (g)
345 	fBodyAccJerk-mean()-X  		    TRUE		  FALSE 		fBodAcJrk_mean_X		      grvity (g)
346 	fBodyAccJerk-mean()-Y  		    TRUE		  FALSE 		fBodAcJrk_mean_Y		      grvity (g)
347 	fBodyAccJerk-mean()-Z  		    TRUE		  FALSE 		fBodAcJrk_mean_Z		      grvity (g)
348 	fBodyAccJerk-std()-X 	 	      FALSE 		TRUE 		  fBodAcJrk_std_X			      grvity (g)
349 	fBodyAccJerk-std()-Y 	 	      FALSE 		TRUE 		  fBodAcJrk_std_Y			      grvity (g)
350 	fBodyAccJerk-std()-Z 	 	      FALSE 		TRUE 		  fBodAcJrk_std_Z			      grvity (g)

Orig_COL	Previous_Name			      IsMeanVar	IsStdevVar	ShorterVariableName	        	Units
--------	--------------------------	---------	----------	----------------------		-------
351 	fBodyAccJerk-mad()-X 	 	      FALSE		  FALSE 		fBodAcJrk_mad_X			      grvity (g)
352 	fBodyAccJerk-mad()-Y 	 	      FALSE		  FALSE 		fBodAcJrk_mad_Y			      grvity (g)
353 	fBodyAccJerk-mad()-Z 	      	FALSE	  	FALSE 		fBodAcJrk_mad_Z			      grvity (g)
354 	fBodyAccJerk-max()-X 	      	FALSE	  	FALSE 		fBodAcJrk_max_X			      grvity (g)
355 	fBodyAccJerk-max()-Y 	 	      FALSE	  	FALSE 		fBodAcJrk_max_Y			      grvity (g)
356 	fBodyAccJerk-max()-Z 	 	      FALSE	  	FALSE 		fBodAcJrk_max_Z			      grvity (g)
357 	fBodyAccJerk-min()-X 	 	      FALSE	  	FALSE 		fBodAcJrk_min_X			      grvity (g)
358 	fBodyAccJerk-min()-Y 	      	FALSE	  	FALSE 		fBodAcJrk_min_Y			      grvity (g)
359 	fBodyAccJerk-min()-Z 	 	      FALSE	  	FALSE 		fBodAcJrk_min_Z			      grvity (g)
360 	fBodyAccJerk-sma() 	 	        FALSE	  	FALSE 		fBodAcJrk_sma			        grvity (g)
361 	fBodyAccJerk-energy()-X 	    FALSE	  	FALSE 		fBodAcJrk_ergy_X		      grvity (g)
362 	fBodyAccJerk-energy()-Y 	    FALSE	  	FALSE 		fBodAcJrk_ergy_Y		      grvity (g)
363 	fBodyAccJerk-energy()-Z 	    FALSE		  FALSE 		fBodAcJrk_ergy_Z		      grvity (g)
364 	fBodyAccJerk-iqr()-X 	      	FALSE	  	FALSE 		fBodAcJrk_iqr_X			      grvity (g)
365 	fBodyAccJerk-iqr()-Y 	      	FALSE	  	FALSE 		fBodAcJrk_iqr_Y			      grvity (g)
366 	fBodyAccJerk-iqr()-Z 	 	      FALSE	  	FALSE 		fBodAcJrk_iqr_Z			      grvity (g)
367 	fBodyAccJerk-entropy()-X    	FALSE	  	FALSE 		fBodAcJrk_entrpy_X		    grvity (g)
368 	fBodyAccJerk-entropy()-Y 	    FALSE	  	FALSE 		fBodAcJrk_entrpy_Y		    grvity (g)
369 	fBodyAccJerk-entropy()-Z 	    FALSE	  	FALSE 		fBodAcJrk_entrpy_Z		    grvity (g)
370 	fBodyAccJerk-maxInds-X 	 	    FALSE	  	FALSE 		fBodAcJrk_maxInds_X		    grvity (g)
371 	fBodyAccJerk-maxInds-Y 	 	    FALSE	  	FALSE 		fBodAcJrk_maxInds_Y		    grvity (g)
372 	fBodyAccJerk-maxInds-Z 	 	    FALSE	  	FALSE 		fBodAcJrk_maxInds_Z		    grvity (g)
373 	fBodyAccJerk-meanFreq()-X   	TRUE	  	FALSE 		fBodAcJrk_meanFreq_X		  grvity (g)
374 	fBodyAccJerk-meanFreq()-Y   	TRUE	  	FALSE 		fBodAcJrk_meanFreq_Y		  grvity (g)
375 	fBodyAccJerk-meanFreq()-Z  	  TRUE	  	FALSE 		fBodAcJrk_meanFreq_Z		  grvity (g)
376 	fBodyAccJerk-skewness()-X   	FALSE	  	FALSE 		fBodAcJrk_skew_X		      grvity (g)
377 	fBodyAccJerk-kurtosis()-X 	  FALSE	  	FALSE 		fBodAcJrk_kurt_X		      grvity (g)
378 	fBodyAccJerk-skewness()-Y 	  FALSE	  	FALSE 		fBodAcJrk_skew_Y		      grvity (g)
379 	fBodyAccJerk-kurtosis()-Y 	  FALSE 		FALSE 		fBodAcJrk_kurt_Y		      grvity (g)
380 	fBodyAccJerk-skewness()-Z 	  FALSE 		FALSE 		fBodAcJrk_skew_Z		      grvity (g)
381 	fBodyAccJerk-kurtosis()-Z 	  FALSE 		FALSE 		fBodAcJrk_kurt_Z		      grvity (g)
382 	fBodyAccJerk-bandsEnergy()-1,8 	FALSE		FALSE 		fBodAcJrk_bandsErgy_1.8		grvity (g)
383 	fBodyAccJerk-bandsEnergy()-9,16  FALSE	FALSE 		fBodAcJrk_bandsErgy_9.16	  grvity (g)
384 	fBodyAccJerk-bandsEnergy()-17,24 FALSE	FALSE 		fBodAcJrk_bandsErgy_17.24 	grvity (g)
385 	fBodyAccJerk-bandsEnergy()-25,32 FALSE	FALSE 		fBodAcJrk_bandsErgy_25.32 	grvity (g)
386 	fBodyAccJerk-bandsEnergy()-33,40 FALSE	FALSE 		fBodAcJrk_bandsErgy_33.40 	grvity (g)
387 	fBodyAccJerk-bandsEnergy()-41,48 FALSE	FALSE 		fBodAcJrk_bandsErgy_41.48 	grvity (g)
388 	fBodyAccJerk-bandsEnergy()-49,56 FALSE	FALSE 		fBodAcJrk_bandsErgy_49.56 	grvity (g)
389 	fBodyAccJerk-bandsEnergy()-57,64 FALSE	FALSE 		fBodAcJrk_bandsErgy_57.64 	grvity (g)
390 	fBodyAccJerk-bandsEnergy()-1,16  FALSE	FALSE 		fBodAcJrk_bandsErgy_1.16	  grvity (g)
391 	fBodyAccJerk-bandsEnergy()-17,32 FALSE	FALSE 		fBodAcJrk_bandsErgy_17.32 	grvity (g)
392 	fBodyAccJerk-bandsEnergy()-33,48 FALSE	FALSE 		fBodAcJrk_bandsErgy_33.48 	grvity (g)
393 	fBodyAccJerk-bandsEnergy()-49,64 FALSE	FALSE 		fBodAcJrk_bandsErgy_49.64 	grvity (g)
394 	fBodyAccJerk-bandsEnergy()-1,24  FALSE	FALSE 		fBodAcJrk_bandsErgy_1.24	  grvity (g)
395 	fBodyAccJerk-bandsEnergy()-25,48 FALSE	FALSE 		fBodAcJrk_bandsErgy_25.48	  grvity (g)
396 	fBodyAccJerk-bandsEnergy()-1,8 	 FALSE	FALSE 		fBodAcJrk_bandsErgy_1.8		  grvity (g)
397 	fBodyAccJerk-bandsEnergy()-9,16  FALSE	FALSE 		fBodAcJrk_bandsErgy_9.16	  grvity (g)
398 	fBodyAccJerk-bandsEnergy()-17,24 FALSE	FALSE 		fBodAcJrk_bandsErgy_17.24	  grvity (g)
